Study region	USGS station number	USGS station name	Short name	Chemical name	NWIS parameter code	CASRN	Pesticide degradate	Parent	Sample date (YYYYMMDD)	Result (ug/L)	Remark
MSQA	T404917088222701	NORTH FORK VERMILION RIVER NEAR WING	IL_NVermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130627	241.8346	DET
MSQA	T391601087414801	MILL CREEK NEAR CHOCTAW, IL	IL_Mill	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130628	265.5139	DET
MSQA	T420626089101201	STILLMAN CREEK AT STILLMAN VALLEY, IL	IL_Stillman	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130626	178.7561	DET
MSQA	T05517000	YELLOW RIVER AT KNOX, IN	IN_Yellow	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130627	157.632	DET
MSQA	T05575550	CLEAR CREEK NEAR JEISYVILLE, IL	IL_Clear	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130627	48.4556	DET
MSQA	T391110087194401	W FK BUSSERON CR AT ST RT 48 NR WILFRED IN	IN_Busseron	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130627	298.7418	DET
MSQA	T03340900	BIG RACCOON CREEK AT FERNDALE, IN	IN_Raccoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130627	197.1872	DET
MSQA	T0531656290	WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN	MN_WBeaver	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130630	320.6283	DET
MSQA	T05320500	LE SUEUR RIVER NEAR RAPIDAN, MN	MN_LeSueur	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130630	857.6006	DET
MSQA	T395942083151401	Big Darby Creek at Prairie Oaks nr Lake Darby, OH	OH_Darby	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130701	158.6956	DET
MSQA	T05325148	SEVENMILE CK BLW FOOTBRIDGE IN PARK NR KASOTA, MN	MN_Sevenmile	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130701	87.6941	DET
MSQA	T05320410	MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN	MN_Maple	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130701	755.3705	DET
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130702	187.6151	DET
MSQA	T03336890	SPOON RIVER NEAR ST. JOSEPH, IL	IL_Spoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130702	43.4884	DET
MSQA	T390033085300301	OTTER CR AT N CORD 560E NR BUTLERVILLE, IN	IN_Otter1	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130702	219.6639	DET
MSQA	T394151094531501	Contrary Creek nr St. Joseph, MO	MO_Contrary	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130703	290.9589	DET
MSQA	T05572000	SANGAMON RIVER AT MONTICELLO, IL	IL_Sangamon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130703	656.6457	DET
MSQA	T394340085524601	SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN	IN_Sugar	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130708	645.4318	DET
MSQA	T05457200	CEDAR RIVER AT 100TH ST. NEAR LYLE, MN	MN_Cedar	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130702	172.2611	DET
MSQA	T401143096134301	Turkey Creek near Steinauer, Nebr.	NE_Turkey	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130628	22.5826	DET
MSQA	T05457520	Cedar River at Lancer Avenue at Osage, IA	IA_Cedar	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130702	148.5857	DET
MSQA	T05420520	Wapsipinicon River at McIntire, IA	IA_Wapsipinicon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130702	235.8823	DET
MSQA	T05315295	THREEMILE CREEK AT 210TH AVE NEAR GHENT, MN	MN_Threemile	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130708	32.6543	DET
MSQA	T05599100	GALUM CREEK NEAR PYATTS, IL	IL_Galum	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130708	337.4943	DET
MSQA	T05299770	FLORIDA CREEK AT 171ST AVE NEAR MARIETTA, MN	MN_Florida	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130708	41.4229	DET
MSQA	T05320500	LE SUEUR RIVER NEAR RAPIDAN, MN	MN_LeSueur	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	223.3754	DET
MSQA	T03611100	MASSAC CREEK AT METROPOLIS, IL	IL_Massac	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	189.4347	DET
MSQA	T403242084553201	LIMBERLOST CREEK AT CORD N 250 E NEAR BRYANT, IN	IN_Limberlost	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	721.1336	DET
MSQA	T03353200	EAGLE CREEK AT ZIONSVILLE, IN	IN_Eagle	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	95.4361	DET
MSQA	T05320410	MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN	MN_Maple	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	293.7526	DET
MSQA	T410150083125701	Sandusky River at CR6 near McClutchenville, OH	OH_Sandusky	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	842.034	DET
MSQA	T410133082465301	Unnamed Trib to Honey Creek near Willard, OH	OH_Honey	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	2923.2854	DET
MSQA	T411146082244001	Vermilion River at SR18 near Clarksfield, OH	OH_Vermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	1374.5892	DET
MSQA	T390200092341701	Moniteau Creek near Rocheport, MO	MO_Moniteau	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130708	118.5439	DET
MSQA	T404917088222701	NORTH FORK VERMILION RIVER NEAR WING	IL_NVermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	39.4051	DET
MSQA	T05554300	INDIAN CREEK NEAR FAIRBURY, IL	IL_Indian	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	145.7762	DET
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	317.7415	DET
MSQA	T05592195	BECK CREEK AT HERRICK, IL	IL_Becks	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	166.8269	DET
MSQA	T05451112	South Fork Iowa River at H Avenue near Buckeye, IA	IA_IowaH	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	132.3525	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	585.5721	DET
MSQA	T05457200	CEDAR RIVER AT 100TH ST. NEAR LYLE, MN	MN_Cedar	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	173.2091	DET
MSQA	T05325148	SEVENMILE CK BLW FOOTBRIDGE IN PARK NR KASOTA, MN	MN_Sevenmile	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	59.3349	DET
MSQA	T391110087194401	W FK BUSSERON CR AT ST RT 48 NR WILFRED IN	IN_Busseron	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130711	208.3466	DET
MSQA	T03340900	BIG RACCOON CREEK AT FERNDALE, IN	IN_Raccoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130711	381.4362	DET
MSQA	T05458800	Maynes Creek near Hampton, IA	IA_Maynes	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	112.9807	DET
MSQA	T05482300	North Raccoon River near Sac City, IA	IA_NRaccoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	135.8747	DET
MSQA	T05481820	Beaver Creek at Bouton, IA	IA_BeaverB	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	74.8013	DET
MSQA	T05483450	Middle Raccoon River near Bayard, IA	IA_Raccoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130709	57.7503	DET
MSQA	T400502091403401	North Fabius River nr Monticello, MO	MO_NFabius	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	54.9667	DET
MSQA	T400240092081201	Little Fabius River nr Fabius, MO	MO_Fabius	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	597.4004	DET
MSQA	T05455095	Old Mans Creek at Kansas Ave SW near Iowa City, IA	IA_OldMan	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130711	97.0112	DET
MSQA	T05315295	THREEMILE CREEK AT 210TH AVE NEAR GHENT, MN	MN_Threemile	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130715	128.4392	DET
MSQA	T05299770	FLORIDA CREEK AT 171ST AVE NEAR MARIETTA, MN	MN_Florida	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130715	53.2323	DET
MSQA	T435420096290500	PIPESTONE CREEK NR SD/MN STATE LINE	SD_Pipestone	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	121.7977	DET
MSQA	T03241500	Massies Creek at Wilberforce OH	OH_Massies	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130710	743.6077	DET
MSQA	T05517000	YELLOW RIVER AT KNOX, IN	IN_Yellow	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130711	69.6662	DET
MSQA	T401849087161401	BIG PINE CR AT CO RD N125E NR WILLIAMSPORT, IN	IN_Pine	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130712	36.1175	DET
MSQA	T391601087414801	MILL CREEK NEAR CHOCTAW, IL	IL_Mill	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130712	225.1361	DET
MSQA	T03353200	EAGLE CREEK AT ZIONSVILLE, IN	IN_Eagle	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130715	65.4624	DET
MSQA	T05599100	GALUM CREEK NEAR PYATTS, IL	IL_Galum	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130715	135.3241	DET
MSQA	T03611100	MASSAC CREEK AT METROPOLIS, IL	IL_Massac	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	58.1235	DET
MSQA	T05554300	INDIAN CREEK NEAR FAIRBURY, IL	IL_Indian	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	78.5665	DET
MSQA	T05320500	LE SUEUR RIVER NEAR RAPIDAN, MN	MN_LeSueur	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	468.2131	DET
MSQA	T404917088222701	NORTH FORK VERMILION RIVER NEAR WING	IL_NVermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	44.4701	DET
MSQA	T05544989	HONEY CREEK AT CT HIGHWAY DD NEAR BURLINGTON, WI	WI_HoneyDD	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	22.7421	DET
MSQA	T394340085524601	SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN	IN_Sugar	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	127.8214	DET
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	185.0432	DET
MSQA	T403242084553201	LIMBERLOST CREEK AT CORD N 250 E NEAR BRYANT, IN	IN_Limberlost	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130717	270.7787	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130717	213.0123	DET
MSQA	T06610765	Little Papillion Cr at Ak-Sar-Ben at Omaha, Nebr.	NE_Papillion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130715	34.2054	DET
MSQA	T424048097483601	Howe Creek near Lindy, Nebr.	NE_Howe	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	239.3836	DET
MSQA	T411146082244001	Vermilion River at SR18 near Clarksfield, OH	OH_Vermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	330.9841	DET
MSQA	T03241500	Massies Creek at Wilberforce OH	OH_Massies	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	44.9932	DET
MSQA	T410133082465301	Unnamed Trib to Honey Creek near Willard, OH	OH_Honey	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	1184.6409	DET
MSQA	T410150083125701	Sandusky River at CR6 near McClutchenville, OH	OH_Sandusky	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130717	709.1466	DET
MSQA	T390200092341701	Moniteau Creek near Rocheport, MO	MO_Moniteau	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130717	53.3649	DET
MSQA	T395942083151401	Big Darby Creek at Prairie Oaks nr Lake Darby, OH	OH_Darby	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130717	286.7355	DET
MSQA	T03336645	MIDDLE FORK VERMILION RIVER ABOVE OAKWOOD, IL	IL_MidVermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130717	200.0838	DET
MSQA	T401143096134301	Turkey Creek near Steinauer, Nebr.	NE_Turkey	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130718	17.4146	DET
MSQA	T05451210	South Fork Iowa River NE of New Providence, IA	IA_IowaProv	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130715	121.0652	DET
MSQA	T05482300	North Raccoon River near Sac City, IA	IA_NRaccoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	98.0487	DET
MSQA	T05458800	Maynes Creek near Hampton, IA	IA_Maynes	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130716	61.5739	DET
MSQA	T400240092081201	Little Fabius River nr Fabius, MO	MO_Fabius	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130717	265.6771	DET
MSQA	T05451112	South Fork Iowa River at H Avenue near Buckeye, IA	IA_IowaH	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130717	72.073	DET
MSQA	T05455095	Old Mans Creek at Kansas Ave SW near Iowa City, IA	IA_OldMan	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130718	38.4483	DET
MSQA	T05320410	MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN	MN_Maple	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130717	459.3597	DET
MSQA	T03340900	BIG RACCOON CREEK AT FERNDALE, IN	IN_Raccoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130718	261.535	DET
MSQA	T05457200	CEDAR RIVER AT 100TH ST. NEAR LYLE, MN	MN_Cedar	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130718	98.3903	DET
MSQA	T05572000	SANGAMON RIVER AT MONTICELLO, IL	IL_Sangamon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130718	161.1236	DET
MSQA	T05457520	Cedar River at Lancer Avenue at Osage, IA	IA_Cedar	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130718	75.9018	DET
MSQA	T391601087414801	MILL CREEK NEAR CHOCTAW, IL	IL_Mill	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130719	73.0161	DET
MSQA	T05320410	MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN	MN_Maple	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130721	354.7811	DET
MSQA	T391110087194401	W FK BUSSERON CR AT ST RT 48 NR WILFRED IN	IN_Busseron	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130718	149.3094	DET
MSQA	T03336645	MIDDLE FORK VERMILION RIVER ABOVE OAKWOOD, IL	IL_MidVermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130702	1297.2719	DET
MSQA	T05320500	LE SUEUR RIVER NEAR RAPIDAN, MN	MN_LeSueur	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130722	173.4196	DET
MSQA	T05457520	Cedar River at Lancer Avenue at Osage, IA	IA_Cedar	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	35.7931	DET
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	33.8107	DET
MSQA	T03336890	SPOON RIVER NEAR ST. JOSEPH, IL	IL_Spoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	19.3797	DET
MSQA	T03353200	EAGLE CREEK AT ZIONSVILLE, IN	IN_Eagle	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	29.2174	DET
MSQA	T05572000	SANGAMON RIVER AT MONTICELLO, IL	IL_Sangamon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	85.4784	DET
MSQA	T03336645	MIDDLE FORK VERMILION RIVER ABOVE OAKWOOD, IL	IL_MidVermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	73.7646	DET
MSQA	T403242084553201	LIMBERLOST CREEK AT CORD N 250 E NEAR BRYANT, IN	IN_Limberlost	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	56.7158	DET
MSQA	T05544989	HONEY CREEK AT CT HIGHWAY DD NEAR BURLINGTON, WI	WI_HoneyDD	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	60.026	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	179.9193	DET
MSQA	T05554300	INDIAN CREEK NEAR FAIRBURY, IL	IL_Indian	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130722	44.5121	DET
MSQA	T404917088222701	NORTH FORK VERMILION RIVER NEAR WING	IL_NVermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130722	44.9791	DET
MSQA	T05451210	South Fork Iowa River NE of New Providence, IA	IA_IowaProv	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130722	30.6985	DET
MSQA	T410133082465301	Unnamed Trib to Honey Creek near Willard, OH	OH_Honey	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130722	435.1976	DET
MSQA	T424048097483601	Howe Creek near Lindy, Nebr.	NE_Howe	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	52.3273	DET
MSQA	T05481820	Beaver Creek at Bouton, IA	IA_BeaverB	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	72.0899	DET
MSQA	T05458800	Maynes Creek near Hampton, IA	IA_Maynes	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	206.7037	DET
MSQA	T05482300	North Raccoon River near Sac City, IA	IA_NRaccoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	39.6077	DET
MSQA	T05451112	South Fork Iowa River at H Avenue near Buckeye, IA	IA_IowaH	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	194.2282	DET
MSQA	T410150083125701	Sandusky River at CR6 near McClutchenville, OH	OH_Sandusky	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	449.4773	DET
MSQA	T411146082244001	Vermilion River at SR18 near Clarksfield, OH	OH_Vermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	178.8667	DET
MSQA	T06897937	Long Creek at 137th Street near Van Wert, IA	IA_Long	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	124.2376	DET
MSQA	T395942083151401	Big Darby Creek at Prairie Oaks nr Lake Darby, OH	OH_Darby	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	344.6173	DET
MSQA	T05464220	Wolf Creek near Dysart, IA	IA_Wolf	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	45.0317	DET
MSQA	T05455095	Old Mans Creek at Kansas Ave SW near Iowa City, IA	IA_OldMan	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130725	39.608	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	10.761	DET
MSQA	T394151094531501	Contrary Creek nr St. Joseph, MO	MO_Contrary	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130723	39.655	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	46.1022	DET
MSQA	T400502091403401	North Fabius River nr Monticello, MO	MO_NFabius	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130724	26.9753	DET
MSQA	T400240092081201	Little Fabius River nr Fabius, MO	MO_Fabius	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130725	114.8094	DET
MSQA	T395942083151401	Big Darby Creek at Prairie Oaks nr Lake Darby, OH	OH_Darby	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130731	42.1037	DET
MSQA	T394151094531501	Contrary Creek nr St. Joseph, MO	MO_Contrary	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130729	41.9057	DET
MSQA	T393358096130000	FRENCH C AT PARALLEL RD, ONAGA, KS	KS_French	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	789.1496	DET
MSQA	T411146082244001	Vermilion River at SR18 near Clarksfield, OH	OH_Vermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	100.6926	DET
MSQA	T394306095484300	MUDDY C AT 145TH ST NR WETMORE, KS	KS_Muddy	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	749.8484	DET
MSQA	T410150083125701	Sandusky River at CR6 near McClutchenville, OH	OH_Sandusky	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	620.3453	DET
MSQA	T03241500	Massies Creek at Wilberforce OH	OH_Massies	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	25.8449	DET
MSQA	T410133082465301	Unnamed Trib to Honey Creek near Willard, OH	OH_Honey	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	197.5242	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130731	61.9974	DET
MSQA	T05451112	South Fork Iowa River at H Avenue near Buckeye, IA	IA_IowaH	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	160.4006	DET
MSQA	T05455095	Old Mans Creek at Kansas Ave SW near Iowa City, IA	IA_OldMan	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130801	21.6237	DET
MSQA	T05592195	BECK CREEK AT HERRICK, IL	IL_Becks	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130725	308.9808	DET
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130725	343.553	DET
MSQA	T391601087414801	MILL CREEK NEAR CHOCTAW, IL	IL_Mill	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130726	66.6061	DET
MSQA	T05481820	Beaver Creek at Bouton, IA	IA_BeaverB	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	53.7762	DET
MSQA	T05458800	Maynes Creek near Hampton, IA	IA_Maynes	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	295.4219	DET
MSQA	T06897937	Long Creek at 137th Street near Van Wert, IA	IA_Long	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130731	37.1582	DET
MSQA	T03340900	BIG RACCOON CREEK AT FERNDALE, IN	IN_Raccoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130725	272.6178	DET
MSQA	T391110087194401	W FK BUSSERON CR AT ST RT 48 NR WILFRED IN	IN_Busseron	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130725	210.5021	DET
MSQA	T05517000	YELLOW RIVER AT KNOX, IN	IN_Yellow	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130725	135.1277	DET
MSQA	T05572000	SANGAMON RIVER AT MONTICELLO, IL	IL_Sangamon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130729	53.9769	DET
MSQA	T05599100	GALUM CREEK NEAR PYATTS, IL	IL_Galum	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130729	216.2391	DET
MSQA	T03336645	MIDDLE FORK VERMILION RIVER ABOVE OAKWOOD, IL	IL_MidVermilion	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130729	55.3636	DET
MSQA	T391136090341101	COLE CREEK NEAR HARDIN, IL	IL_Cole	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	105.0418	DET
MSQA	T05451210	South Fork Iowa River NE of New Providence, IA	IA_IowaProv	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130729	253.1049	DET
MSQA	T05320500	LE SUEUR RIVER NEAR RAPIDAN, MN	MN_LeSueur	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	100.6134	DET
MSQA	T05320410	MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN	MN_Maple	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130730	154.3007	DET
MSQA	T05457200	CEDAR RIVER AT 100TH ST. NEAR LYLE, MN	MN_Cedar	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130731	27.9129	DET
MSQA	T03340900	BIG RACCOON CREEK AT FERNDALE, IN	IN_Raccoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130801	305.4897	DET
MSQA	T06800000	Maple Creek near Nickerson, Nebr.	NE_Maple	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130729	146.7915	DET
MSQA	T400240092081201	Little Fabius River nr Fabius, MO	MO_Fabius	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130731	121.7139	DET
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130731	130.5777	DET
MSQA	T391110087194401	W FK BUSSERON CR AT ST RT 48 NR WILFRED IN	IN_Busseron	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130801	138.6437	DET
MSQA	T05320500	LE SUEUR RIVER NEAR RAPIDAN, MN	MN_LeSueur	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130805	99.4544	DET
MSQA	T03336890	SPOON RIVER NEAR ST. JOSEPH, IL	IL_Spoon	Acetochlor SAA	68524	618113-86-3	Degradate	Acetochlor	20130805	80.8224	DET
